"source","listing_no","room_id","url","agency","agent_name","agent_phone","region","address","latitude","longitude","address_public_level","title","deposit_manwon","rent_manwon","maintenance_manwon","total_monthly_manwon","room_type","area_m2","supply_area_m2","exclusive_area_m2","floor","direction","parking","move_in","published_at","confirmed_at","listing_age_text","approval_date","maintenance_detail","maintenance_basis","maintenance_items","building_use","options","security_options","description","image_1","image_2","crawl_note"
"dabang","56857909","69f5b21629b6b551b05121c0","https://www.dabangapp.com/room/69f5b21629b6b551b05121c0","이미숙공인중개사사무소","이미숙","031-898-9125","경기도 수원시 권선구 세류동","경기도 수원시 권선구 세류동 520-11","37.2588035949943","127.014111407374","exact_address_visible","즉시입주 가능한 투룸입니다","500","40","0","40","투룸","40","63.76","40","2층/4층","남","불가능","즉시 입주","2026-05-02","","22일 전","1995-09-30","","","","단독주택","","","이미숙공인중개사사무소는 수년간 축적된 전문성과 지역 특화 노하우를 바탕으로 고객 맞춤형 부동산 솔루션을 제공하는 신뢰받는 중개사무소입니다.

**임대조건**
- 보증금: 500만원
- 월세: 40만원
- 관리비: 없음
- 입주: 즉시 가능
-수도,정화조별도

**매물정보**
- 면적: 전용 12평
- 구조: 투룸

**교통편**
- 매교역: 도보 10분 이내
- 버스정류장: 인접
- 카셰어링: 이용 가능

**교육시설**
- 어린이집: 인접
- 유치원: 인접
- 초등학교: 인접
- 중학교: 인접

제 경험으로는 이런 조건의 매물이 시장에서 매우 인기가 높습니다. 특히 관리비 부담 없이 교통과 교육 인프라가 완벽한 입지는 흔치 않은 기회입니다. 원하시는 추가 조건이나 문의사항 있으시면 언제든 연락 주세요.","https://d1774jszgerdmk.cloudfront.net/1024/bYK-MQ944205s3h7t_FCL","https://d1774jszgerdmk.cloudfront.net/1024/Zf5EqIpSg7cmvcsk3QHjS",""
"dabang","56056378","69b8bdf023c3c577398a6385","https://www.dabangapp.com/room/69b8bdf023c3c577398a6385","이미숙공인중개사사무소","이미숙","031-898-9125","경기도 수원시 권선구 세류동","경기도 수원시 권선구 세류동","37.259255125","127.0139648316","dong_only_ask_agency_for_exact_jibun","신곡초인근 저렴한 방2개 월세입니다.반려묘 가능합니다","500","40","2","42","투룸","36.36","71.32","36.36","1층/2층","동","불가능","즉시 입주","2026-03-17","","68일 전","1993-07-28","detail_code: E06; detail_cost: 20000; detail_include_types: WATER_RATES; ETC_USE_RATES","FIXED_FEE_CHARGE","","단독주택","","","수년간 매교역 일대에서 쌓아온 풍부한 경험과 전문성으로 고객 맞춤형 부동산 서비스를 제공하는 이미숙공인중개사사무소입니다.

🏠 **매물정보**
▶️ 보증금/월세: 500만원/40만원
▶️ 전용면적: 11평 투룸
▶️ 관리비: 저렴
▶️ 입주: 즉시 가능

🚇 **교통편**
✅ 매교역: 도보 10분 이내
✅ 버스정류장: 인접
✅ 카셰어링: 이용 가능

🏫 **교육시설**
📍 어린이집: 인접
📍 유치원: 인접  
📍 초등학교: 인접
📍 중학교: 인접

이 지역에서 오랜 기간 활동하며 다양한 고객분들을 만나본 경험상, 이런 조건의 매물은 교통과 교육 인프라가 모두 갖춰진 희소한 물건입니다. 특히 매교역 접근성과 각급 학교 인근 입지로 가족 단위 거주에 최적화된 환경을 자랑합니다. 

관리비 부담도 적고 즉시 입주 가능하여 급하게 이사를 계획하시는 분들께도 적합한 매물로 판단됩니다.","https://d1774jszgerdmk.cloudfront.net/1024/6-Q2x-FuZjhORzUomRaUo","https://d1774jszgerdmk.cloudfront.net/1024/IaMBNIbOP9IURt7WFLkBQ",""
"dabang","56973270","69feeaaa3d3d7542aea575a3","https://www.dabangapp.com/room/69feeaaa3d3d7542aea575a3","이미숙공인중개사사무소","이미숙","031-898-9125","경기도 수원시 권선구 권선동","경기도 수원시 권선구 권선동 996","37.258602011","127.0193576055","exact_address_visible","즉시입주가능한 주방 분리형 원룸입니다","500","40","3","43","원룸(분리형)","32","132.32","32","4층/4층","북","가능","즉시 입주 (협의 가능)","2026-05-09","","15일 전","2007-09-18","detail_code: E06; detail_cost: 30000; detail_include_types: WATER_RATES; ETC_USE_RATES","FIXED_FEE_CHARGE","","단독주택","","","이미숙공인중개사사무소는 고객님의 소중한 주거 공간 찾기를 끝까지 책임지며, 정직하고 투명한 거래로 신뢰받는 부동산 전문 중개소입니다.

🏠 **매물 정보**
▶️ 유형: 분리형 원룸
▶️ 면적: 전용 10평
▶️ 보증금: 500만원
▶️ 월세: 40만원
▶️ 관리비: 저렴

🚗 **편의시설**
✅ 주차: 가능
✅ 카셰어링: 이용 가능

🚇 **교통 접근성**
▶️ 매교역: 도보 10분 이내
▶️ 버스정류장: 인접

🏫 **교육 환경**
✅ 어린이집: 인접
✅ 유치원: 인접
✅ 초등학교: 인접
✅ 중학교: 인접

⏰ **입주 조건**
▶️ 입주 가능: 즉시 입주 가능
▶️ 입주일자: 협의 가능

합리적인 가격과 우수한 입지 조건을 갖춘 이 매물로 편안한 생활을 시작해보세요. 원하시는 조건에 맞는 다른 매물도 성심껏 찾아드리며, 계약부터 입주 후 관리까지 모든 과정을 안전하게 지원해드리겠습니다.","https://d1774jszgerdmk.cloudfront.net/1024/MTZqK_4JQDpGUMCCi5OTt","https://d1774jszgerdmk.cloudfront.net/1024/iJcNgiXw9rlBiWyZlk31F",""
"dabang","57138068","6a0c2cf8dcd5bf23b1510bbc","https://www.dabangapp.com/room/6a0c2cf8dcd5bf23b1510bbc","이미숙공인중개사사무소","이미숙","031-898-9125","경기도 수원시 권선구 권선동","경기도 수원시 권선구 권선동 973-3","37.2596938080345","127.020927077477","exact_address_visible","즉시입주가,전면테라스넓어요","500","45","0","45","투룸","45","70.83","45","3층/3층","남","불가능","즉시 입주","2026-05-19","","5일 전","1984-11-26","","","","단독주택","","","이미숙공인중개사사무소는 공인된 자격과 풍부한 경험을 바탕으로 고객님의 소중한 자산 거래를 안전하고 신뢰할 수 있게 도와드리는 전문 중개사무소입니다.

- 임대조건: 보증금 500만원, 월세 45만원
- 관리비: 없음(수도,정화조안분계산)
- 전용면적: 14평 투룸
- 입주시기: 즉시 입주가능
- 교통편: 더블 역세권
- 매교역: 도보 10분 이내
- 수원시청역: 도보 10분 이내
- 대중교통: 버스정류장 인접
- 교육시설: 어린이집 인접
- 유아교육: 유치원 인접
- 초등교육: 초등학교 인접
- 중등교육: 중학교 인접
- 편의시설: 카셰어링","https://d1774jszgerdmk.cloudfront.net/1024/bHRbyqpOg9a-hcm3U1Q1H","https://d1774jszgerdmk.cloudfront.net/1024/1rNjSusP4_y0OjLb5Dr5R",""
"dabang","57178413","6a0fc4e203d85d7ba4e5df0e","https://www.dabangapp.com/room/6a0fc4e203d85d7ba4e5df0e","이미숙공인중개사사무소","이미숙","031-898-9125","경기도 수원시 권선구 세류동","경기도 수원시 권선구 세류동 1080-2","37.2556355607","127.0206373832","exact_address_visible","즉시입주 가능한 귀한 투룸입니다.","1000","50","0","50","투룸","42","126.9","42","2층/3층","남","불가능","즉시 입주","2026-05-22","","2일 전","1995-12-04","","","","단독주택","","","이미숙공인중개사사무소는 지역 내 다양한 매물을 보유하고 있으며, 고객 맞춤형 상담을 통해 최적의 주거 솔루션을 제공하는 전문 중개업체입니다.

**임대조건**
-1번국도인근으로 복개천에 주차가능합니다
- 보증금 1000만원, 월세 50만원
- 관리비 없음
-수도 정화조 각각 1인당1만원
- 즉시 입주가능

**매물정보**
- 전용 13평 투룸
- 깔끔한 구조의 실용적 평면


관리비 부담 없이 합리적인 월세로 거주할 수 있는 매물입니다. 대중교통 접근성이 우수하고 육아 및 교육 인프라가 잘 갖춰진 지역이라 가족 단위 거주에 매우 적합합니다. 특히 즉시 입주가 가능하여 급하게 이사를 계획하시는 분들께 추천드립니다.","https://d1774jszgerdmk.cloudfront.net/1024/UDcS0-vM-FWBnXxcQd9t7","https://d1774jszgerdmk.cloudfront.net/1024/BDAkVWD5VdgFp3VvsiJpF",""
"dabang","57031927","6a03f8903b732f1cd8e21876","https://www.dabangapp.com/room/6a03f8903b732f1cd8e21876","이미숙공인중개사사무소","이미숙","031-898-9125","경기도 수원시 권선구 권선동","경기도 수원시 권선구 권선동 999-6","37.2581801431872","127.017623529293","exact_address_visible","올 리모델링후 첫 입주입니다.완전 깔끔해요","3000","50","0","50","투룸","55","108.37","55","2층/3층","남","불가능","즉시 입주","2026-05-13","","11일 전","1989-03-07","","","","제2종근린생활시설","","","이미숙공인중개사사무소는 수년간 축적된 현장 경험과 전문성을 바탕으로 고객 맞춤형 부동산 중개 서비스를 제공하는 신뢰할 수 있는 전문 중개사무소입니다.

**매물 기본정보**
- 면적: 전용 17평 투룸
- 보증금: 3000만원
- 월세: 60만원
- 관리비: 없음
- 입주: 즉시 가능
-반려동물사절


**교통 접근성**
- 매교역: 도보 10분 이내
- 버스정류장,마트: 바로앞
- 큰길: 인접으로 교통 편리

**주변 교육시설**
- 어린이집: 인접
- 유치원: 인접  
- 초등학교: 인접
- 중학교: 인접

**편의시설**
- 카셰어링: 이용 가능

제 경험으로는 이런 조건의 매물은 교통과 교육 인프라가 모두 갖춰져 있어 실거주하시기에 최적의 환경입니다. 특히 관리비 부담이 없어 월 고정비용을 절약하실 수 있는 실속형 매물로 추천드립니다.","https://d1774jszgerdmk.cloudfront.net/1024/oY2Dd4_Kx7uCe25jcv1DE","https://d1774jszgerdmk.cloudfront.net/1024/DGYBN1z-vSOMZraE5Ti2I",""
"dabang","56999341","6a0188de8834a667d0d18ed2","https://www.dabangapp.com/room/6a0188de8834a667d0d18ed2","이미숙공인중개사사무소","이미숙","031-898-9125","경기도 수원시 권선구 권선동","경기도 수원시 권선구 권선동 949-25","37.2627323453954","127.020690500615","exact_address_visible","즉시입주 가능한하며초등학교 인근입니다.매교역도보가능","1000","70","2.5","72.5","투룸","51","51","51","2층/2층","남","불가능","즉시 입주","2026-05-11","","13일 전","1991-01-22","detail_code: E06; detail_cost: 25000; detail_include_types: WATER_RATES","FIXED_FEE_CHARGE","","단독주택","","","수원 지역에서 오랜 경험을 쌓아온 이미숙공인중개사사무소로, 지역 특성을 깊이 이해하고 고객 맞춤형 부동산 서비스를 제공하고 있습니다.

**임대조건**
- 보증금: 1000만원
- 월세: 70만원
- 관리비: 저렴한 수준
- 입주: 즉시 가능

**매물정보**
- 면적: 전용 15평
- 구조: 투룸
- 교통: 더블 역세권 입지

**교통편의**
- 매교역: 도보 10분 이내
- 수원시청역: 도보 10분 이내
- 버스정류장: 인접 위치

**교육환경**
- 어린이집: 인접
- 유치원: 인접
- 초등학교: 인접
- 중학교: 인접
- 고등학교: 인접
- 학세권: 우수한 교육 인프라

제 경험으로는 이런 더블 역세권에 학세권까지 갖춘 매물은 흔치 않습니다. 특히 관리비가 저렴하면서 즉시 입주 가능한 조건이라 관심 있으신 분들께는 빠른 결정을 권해드립니다. 수년간 이 지역 매물을 다뤄본 노하우로 고객님께 최적의 중개 서비스를 제공하겠습니다.","https://d1774jszgerdmk.cloudfront.net/1024/7qMbfXb8dmk_LamVR9Q3Z","https://d1774jszgerdmk.cloudfront.net/1024/SPGGk8cnEJlldprD-Y2vI",""
"dabang","56708017","69e9c908aa40ef38dba49bb6","https://www.dabangapp.com/room/69e9c908aa40ef38dba49bb6","인계리치안공인중개사사무소","박종윤","031-232-8850","경기도 수원시 팔달구 인계동","경기도 수원시 팔달구 인계동 1036-13 1동 ","37.26687","127.031109","exact_address_visible","신축도시형생활주택","500","60","10","70","아파트","19.76","31.08","19.76","9층/12층","남","가능","2026.07.07 (협의 가능)","2026-04-23","","31일 전","2020-07-23","detail_code: E01; detail_cost: 100000; detail_include_types: PUBLIC_USE_RATES; ETC_USE_RATES","ETC_FEE_CHARGE","","공동주택","천장형; 책상; 옷장; 신발장; 냉장고; 세탁기; 인덕션; TV; 화재경보기","경비원; 비디오폰; 인터폰; 카드키; CCTV; 방범창","신축도시형생활주택

수원시청역 걸어서10분거리
편리시설 근처도보로 가능
풀옵션
귀한 신축물건
@전세보증보험 가능
","https://d1774jszgerdmk.cloudfront.net/1024/b5f0559d-0b38-417a-8ce0-2ba3f63bff10","https://d1774jszgerdmk.cloudfront.net/1024/15e0dd0b-7d08-4ea7-a4e9-0c06f47a19a2",""
"dabang","54223624","692fd268bc9acf52783847bb","https://www.dabangapp.com/room/692fd268bc9acf52783847bb","인계리치안공인중개사사무소","박종윤","031-232-8850","경기도 수원시 팔달구 인계동","경기도 수원시 팔달구 인계동 1035-7","37.267083","127.030361","exact_address_visible","ㅁ인계리치안ㅁ시청역5분ㅁ깔끔op","500","60","10","70","아파트(복층)","17.19","26.98","17.19","6층/11층","남","가능","2026.06.20 (협의 가능)","2025-12-03","","172일 전","2019-04-29","detail_code: E01; detail_cost: 100000; detail_include_types: PUBLIC_USE_RATES; ETC_USE_RATES","ETC_FEE_CHARGE","","공동주택","천장형; 옷장; 식탁; 신발장; 냉장고; 세탁기; 샤워부스; 싱크대; 인덕션; 붙박이장; 화재경보기; 무인택배함","경비원; 비디오폰; 인터폰; 카드키; CCTV","🎀수원시청역 도보5분거리
🎀깨끗한 신축 도시형생활주택 
🎀풀옵션
🎀실매물
🎀인계리치안전문부동산 
🎀복층,주방분리 슬라이딩도어로
공간분리가능 
🎀물건다량보유
🎀원하는층 입주가능
💗전층 cc카메라 설치및 출입구보안설치

💖건물내 1층 105호 입점부동산💖
","https://d1774jszgerdmk.cloudfront.net/1024/b265cee0-e79a-47d3-b127-265ca301f5c4","https://d1774jszgerdmk.cloudfront.net/1024/3ca07154-1c9a-4641-8a86-37f588d52630",""
"dabang","56789173","69f057415e1e0f249d6e98ba","https://www.dabangapp.com/room/69f057415e1e0f249d6e98ba","인계리치안공인중개사사무소","박종윤","031-232-8850","경기도 수원시 팔달구 인계동","경기도 수원시 팔달구 인계동 1036-13","37.26687","127.031109","exact_address_visible","신축원룸.오피스텔.도시형생활주택","500","60","10","70","아파트","19.76","31.08","19.76","저층/12층","서","가능","2026.06.10 (협의 가능)","2026-04-28","","26일 전","2020-07-23","detail_code: E02; detail_cost: 100000; detail_include_types: PUBLIC_USE_RATES; ETC_USE_RATES","ETC_FEE_CHARGE","","공동주택","천장형; 책상; 옷장; 식탁; 신발장; 냉장고; 세탁기; 샤워부스; 인덕션; 전자레인지; TV; 화재경보기","경비원; 비디오폰; 인터폰; 카드키; CCTV","
신축도시형생활주택

수원시청역 걸어서10분거리
편리시설 근처도보로 가능
풀옵션
귀한 신축물건
","https://d1774jszgerdmk.cloudfront.net/1024/88999cbe-f34d-4d75-9aba-771a10926ef3","https://d1774jszgerdmk.cloudfront.net/1024/65688d79-b28a-462b-a743-3dccf5bad696",""
"dabang","55187538","69771c1f7005cc6b8d5690f8","https://www.dabangapp.com/room/69771c1f7005cc6b8d5690f8","인계리치안공인중개사사무소","박종윤","031-232-8850","경기도 수원시 팔달구 인계동","경기도 수원시 팔달구 인계동 1035-7","37.267083","127.030361","exact_address_visible","ㅁ인계리치안ㅁ시청역도보5분거리ㅁ","500","60","10","70","아파트(복층)","17.19","26.98","17.19","3층/11층","남","가능","즉시 입주 (협의 가능)","2026-01-26","","118일 전","2019-04-29","detail_code: E01; detail_cost: 100000; detail_include_types: PUBLIC_USE_RATES; ETC_USE_RATES","ETC_FEE_CHARGE","","공동주택","천장형; 옷장; 식탁; 신발장; 냉장고; 세탁기; 샤워부스; 싱크대; 인덕션; 붙박이장; 화재경보기; 무인택배함","경비원; 비디오폰; 인터폰; 카드키; CCTV; 현관보안","ㅁ 수원시청역 도보5분거리
ㅁ 깨끗한 신축 도시형 생활주택
ㅁ 풀옵션
ㅁ 실사진,실매물 
ㅁ 인계리치안 전문부동산
※ 건물내 1층105호 입점부동산","https://d1774jszgerdmk.cloudfront.net/1024/cdfc0b6d-b101-4457-b6ab-a73f57f229e2","https://d1774jszgerdmk.cloudfront.net/1024/80c72e8e-414a-4fb3-9e10-2c3a2da556b9",""
"dabang","57057953","6a0583ee9c343929492e90e3","https://www.dabangapp.com/room/6a0583ee9c343929492e90e3","일등공인중개사사무소","김종우","031-215-0017","경기도 수원시 팔달구 우만동","경기도 수원시 팔달구 우만동 40-2","37.2797964243647","127.040331756003","exact_address_visible","ㅁ일등ㅁ 아주대 5분 엘리베이터 깔끔한 방","3000","26","10","36","원룸(분리형)","21","26.44","21","3층/7층","동","가능","2026.06.30","2026-05-14","","10일 전","2013-04-02","detail_code: F01; detail_cost_formulated_type: FIXED_FEE; detail_cost: 100000; detail_code: F11; detail_cost_formulated_type: ACTUAL_EXPENSE; detail_code: F12; detail_cost_formulated_type: ACTUAL_EXPENSE; detail_code: F13; detail_cost_formulated_type: ACTUAL_EXPENSE; detail_code: F14; detail_cost_formulated_type: ACTUAL_EXPENSE; detail_code: F15; detail_cost_formulated_type: ACTUAL_EXPENSE; detail_code: F16; detail_cost_formulated_type: ACTUAL_EXPENSE","FIXED_FEE_CHARGE","","제2종근린생활시설","벽걸이형; 책상; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 인덕션","CCTV; 현관보안","항상 최선을 다해 모시겠습니다
계약의 마지막날까지 성심껏 서포트하는 일등 부동산입니다

●반전세: 3000/26+10
●구조: 주방 분리형

●특징
- 아주대 정문까지 걸어서 5분
- 전세대출은 불가합니다
- 아주대 근방의 건물들에 비해 비교적 신축에 속합니다
때문에 방 상태도 깔끔하고 엘리베이터까지 갖추고있어
아주대 학생들에게 인기가 매우 높은 방입니다
- 주방이 분리되어있어 깔끔함을 유지하기에 더욱 용이합니다
- 버스정류장과 편의시설이 근처에 있기 때문에 학생분들 뿐이 아니라 직장인분들에게도 좋은 선택이 될 수 있습니다

아주대 일등부동산에 방문하시면 원하시는 조건의 매물들을
다 보실 수 있도록 도와드리겠습니다. 전화 주세요!","https://d1774jszgerdmk.cloudfront.net/1024/72934703-4c15-4ff4-97f4-7261e719950a","https://d1774jszgerdmk.cloudfront.net/1024/15461832-4b21-4d0a-8fb3-75895fbea810",""
"dabang","56231468","69c5dd06d0169f6266b30c6d","https://www.dabangapp.com/room/69c5dd06d0169f6266b30c6d","일등공인중개사사무소","김종우","031-215-0017","경기도 수원시 팔달구 우만동","경기도 수원시 팔달구 우만동 117-4","37.2780813426","127.0388424516","exact_address_visible","ㅁ일등ㅁ 아주대 10분 가성비 좋은 원룸","300","35","5","40","원룸","19","0","19","2층/3층","서","가능","즉시 입주","2026-03-27","","58일 전","2002-03-13","detail_code: E06; detail_cost: 50000; detail_include_types: WATER_RATES; INTERNET_RATES; ETC_USE_RATES","FIXED_FEE_CHARGE","","단독주택","벽걸이형; 냉장고; 세탁기; 가스레인지; 베란다","","항상 최선을 다해 모시겠습니다
계약의 마지막날까지 성심껏 서포트 하는 일등 부동산입니다

●월세: 300/35/5
●구조: 주방 분리형

●특징
- 아주대 정문까지 걸어서 10분
- 작지 않은 방 크기임에도 가성비가 좋습니다
- 베란다가 있어 빨래 건조와 공간 활용에 용이합니다
- 버스정류장과 편의시설이 근처에 있기 때문에 학생분들 뿐이 아니라 직장인분들에게도 좋은 선택이 될 수 있습니다


아주대 일등부동산에 방문하시면 원하시는 조건의 매물들을
다 보실 수 있도록 도와드리겠습니다. 전화 주세요!
","https://d1774jszgerdmk.cloudfront.net/1024/96ed9a5f-9e39-4e45-9fde-a7340057a4e1","https://d1774jszgerdmk.cloudfront.net/1024/652224cf-e0e5-439c-90ec-b03cebd1df32",""
"dabang","56200881","69c383bb828e566204534706","https://www.dabangapp.com/room/69c383bb828e566204534706","일등공인중개사사무소","김종우","031-215-0017","경기도 수원시 팔달구 우만동","경기도 수원시 팔달구 우만동 43-11","37.2794315983","127.0426318404","exact_address_visible","ㅁ일등ㅁ 아주대 2분 가성비 원룸","300","38","5","43","원룸","19","23.14","19","1층/2층","북동","불가능","즉시 입주","2026-03-25","","60일 전","2002-02-19","detail_code: E06; detail_cost: 50000; detail_include_types: WATER_RATES","FIXED_FEE_CHARGE","","단독주택","벽걸이형; 냉장고; 세탁기; 싱크대","","항상 최선을 다해 모시겠습니다
계약의 마지막날까지 성심껏 서포트 하는 일등 부동산입니다

●월세: 200/40/5
●구조: 일체형

●특징
- 아주대 정문까지 걸어서 2분
- 싱크대를 새로 교체하였습니다
- 버스정류장과 편의시설이 근처에 있기 때문에 학생분들 뿐이 아니라 직장인분들에게도 좋은 선택이 될 수 있습니다


아주대 일등부동산에 방문하시면 원하시는 조건의 매물들을
다 보실 수 있도록 도와드리겠습니다. 전화 주세요!","https://d1774jszgerdmk.cloudfront.net/1024/qXR-YPFebJ94q2JiljtM2","https://d1774jszgerdmk.cloudfront.net/1024/-44Dn26Iv7gHp6ne9ix4L",""
"dabang","57144373","6a0d1c677152a829f9cff30e","https://www.dabangapp.com/room/6a0d1c677152a829f9cff30e","일등공인중개사사무소","김종우","031-215-0017","경기도 수원시 팔달구 우만동","경기도 수원시 팔달구 우만동 49-2","37.2789962164","127.0405793969","exact_address_visible","ㅁ일등ㅁ 아주대5분 리모델링 가성비 원룸","500","42","8","50","원룸","19.83","26.44","19.83","3층/3층","남","가능","2026.05.23","2026-05-20","","4일 전","2004-06-18","detail_code: E06; detail_cost: 80000; detail_include_types: WATER_RATES; INTERNET_RATES","FIXED_FEE_CHARGE","","단독주택","벽걸이형; 침대; 신발장; 냉장고; 세탁기; 싱크대; 전자레인지; 화재경보기","인터폰; 현관보안; 방범창","항상 최선을 다해 모시겠습니다
계약의 마지막날까지 성심껏 서포트 하는 일등 부동산입니다

●월세: 500/42/8 
               
●구조: 주방 분리형

●특징
- 아주대 정문까지 걸어서 5분
- 금액대비 적절한 방 크기를 갖춘 좋은 가성비의 원룸입니다
- 베란다가 있어 빨래를 널기에 좋고 공간활용에도 용이합니다
- 버스정류장과 편의시설이 근처에 있기 때문에 학생분들 뿐이 아니라 직장인분들에게도 좋은 선택이 될 수 있습니다


아주대 일등부동산에 방문하시면 원하시는 조건의 매물들을
다 보실 수 있도록 도와드리겠습니다. 전화 주세요!","https://d1774jszgerdmk.cloudfront.net/1024/_YUhWrq0bAelo9dXL2qCs","https://d1774jszgerdmk.cloudfront.net/1024/zfui43jMO7yQjE-NKLRZz",""
"dabang","57164412","6a0e952ec484491dfa4c05a3","https://www.dabangapp.com/room/6a0e952ec484491dfa4c05a3","정다운공인중개사사무소","김혜련","031-211-7949","경기도 수원시 영통구 매탄동","경기도 수원시 영통구 매탄동 495-16","37.2572294822","127.0602676564","exact_address_visible","o 넓은1.5룸 . 선착순 . 인기","3000","30","8","38","원룸(분리형)","30","33","30","6층/6층","동","가능","즉시 입주 (협의 가능)","2026-05-21","","3일 전","2008-10-23","detail_code: E06; detail_cost: 80000; detail_include_types: WATER_RATES; INTERNET_RATES; TV_RATES","FIXED_FEE_CHARGE","","제1종근린생활시설","벽걸이형; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지; TV; 베란다","CCTV; 현관보안","🌈 이 동네 최대 매물 보유 중  
🌈 희망조건 말씀 주시면 샅샅이 뒤져드립니다.
🌈 단기매물 문의 환영 합니다 : ) 
🌈 매일 직접 확인한 실 매물만 사진찍어 광고중 
🌈 허위매물이나 과도한 허위 금액 기재 않는걸 약속 합니다.

💕 위치

삼성SDS인근
💕 특징

- 귀한  1.5룸 
- 선착순 . 인기 
- 채광좋은 방 

💕 전입·확정일자 가능

🌈 안전계약
 
계약 시 2억원 배상책임 보험 증서 제공
권리분석 후 안전한 매물만 진행
","https://d1774jszgerdmk.cloudfront.net/1024/NL-m4d-J3LYsOFkkYVYC7","https://d1774jszgerdmk.cloudfront.net/1024/kTKilnnE6lnxBEwyTj4dE",""
"dabang","56989186","6a0148658982943795133f5b","https://www.dabangapp.com/room/6a0148658982943795133f5b","정다운공인중개사사무소","김혜련","031-211-7949","경기도 수원시 영통구 매탄동","경기도 수원시 영통구 매탄동 397-6","37.2604231916","127.0594495234","exact_address_visible","o 삼성 정문 . 초저가","200","33","7","40","원룸(분리형)","19.83","22","19.83","고층/7층","남서","가능","즉시 입주 (협의 가능)","2026-05-11","","13일 전","2011-05-09","detail_code: E06; detail_cost: 70000; detail_include_types: WATER_RATES; INTERNET_RATES; TV_RATES","FIXED_FEE_CHARGE","","제2종근린생활시설","벽걸이형; 신발장; 냉장고; 세탁기; 싱크대; TV; 베란다","인터폰; CCTV; 현관보안","🌈 광고에 올리지 않은 매물도 다량보유중 입니다.
🌈 울동네 가장 오래 영업중인 신속.정확한 젊은 부동산 
🌈 희망조건 말씀 주시면 함께 고민하며 샅샅이 찾아드립니다.
🌈 단기 문의 환영 합니다 : ) 
🌈 매일 직접 확인한 실 매물만 사진찍어 업데이트중  

💕 위치

삼성전자 정문 

💕 특징

- 최저가 
- 삼성정문 . 가성비 

💕 전입·확정일자 가능

🌈 안전계약
 
계약 시 2억원 배상책임 보험 증서 제공
권리분석 후 '모두를 위한' 안전한 매물만 진행","https://d1774jszgerdmk.cloudfront.net/1024/QMQgT0YW8QUOPehHNGCuX","https://d1774jszgerdmk.cloudfront.net/1024/8RyPDm-2x0HGik4rDgZvk",""
"dabang","57198486","6a113b3b9ac77253703349f6","https://www.dabangapp.com/room/6a113b3b9ac77253703349f6","정다운공인중개사사무소","김혜련","031-211-7949","경기도 수원시 영통구 매탄동","경기도 수원시 영통구 매탄동 492-23","37.2566023816321","127.06021755793","exact_address_visible","o 초저렴 . 뻥 뷰","300","35","7","42","원룸(분리형)","18","20","18","고층/7층","북동","가능","즉시 입주 (협의 가능)","2026-05-23","","1일 전","2011-11-07","detail_code: E06; detail_cost: 70000; detail_include_types: WATER_RATES; INTERNET_RATES; ETC_USE_RATES","FIXED_FEE_CHARGE","","제2종근린생활시설","벽걸이형; 침대; 책상; 옷장; 냉장고; 세탁기; 인덕션; TV","인터폰; CCTV; 현관보안","🌈 광고에 올리지 않은 매물도 다량보유중 입니다.
🌈 울동네 가장 오래 영업중인 신속.정확한 젊은 부동산 
🌈 희망조건 말씀 주시면 함께 고민하며 샅샅이 찾아드립니다.
🌈 단기 문의 환영 합니다 : ) 
🌈 매일 직접 확인한 실 매물만 사진찍어 업데이트중  

💕 위치

수원자동차검사소 인근 

💕 특징

- 뻥 뷰 . 초저렴 
- 삼성SDS . 삼성전자 도보권 

💕 전입·확정일자 가능

🌈 안전계약
 
계약 시 2억원 배상책임 보험 증서 제공
권리분석 후 '모두를 위한' 안전한 매물만 진행","https://d1774jszgerdmk.cloudfront.net/1024/ec-excgNiwe0l5ApPvlRk","https://d1774jszgerdmk.cloudfront.net/1024/Bnr_8u3xscYwh9PW6lt44",""
